"","Region Code","Region Name","STP Code","STP Name","Org Code","Org Name","Care Setting","Total Responses","HSCIC Workforce Headcount","Engagement Score","Advocacy","Involvement","Motivation","time"
"189","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","RHU","PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST","Acute and Acute & Community Trusts",1077,7090,6.41648612400702,"6.6241101826060049","6.1838440111420612","6.4415041782729805","202122Q4"
"190","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","RN5","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",293,6428,6.00967007963595,"5.8048919226393627","5.78782707622298","6.4362912400455059","202122Q4"
"191","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","RN5","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",745,6525,6.44556301267711,"6.31767337807606","6.24944071588367","6.76957494407159","202223Q1"
"192","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",440,5369,6.79608585858586,"6.9053030303030303","6.8219696969696964","6.6609848484848486","202122Q4"
"193","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1429,5433,6.44195630199829,"5.91380919057616","6.75822253324003","6.65383718217868","202223Q1"
"194","Y59","SOUTH EAST COMMISSIONING REGION","QRL","NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD","R1C","SOLENT NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",429,4041,7.24294224294224,"7.48834498834499","7.12898212898213","7.11149961149961",NA
"195","Y59","SOUTH EAST COMMISSIONING REGION","QRL","NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD","R1F","ISLE OF WIGHT NHS TRUST","Acute and Acute & Community Trusts",482,3620,6.66007182332031,"6.32677708764665","6.60468319559229","7.04875518672199",NA
"196","Y59","SOUTH EAST COMMISSIONING REGION","QRL","NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD","RHM","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",2809,12425,7.04322958775926,"7.51750326332028","6.71931991999059","6.89286557996693",NA
"197","Y59","SOUTH EAST COMMISSIONING REGION","QRL","NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD","RHU","PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST","Acute and Acute & Community Trusts",1032,7994,6.39615633074935,"6.43168604651163","6.22093023255814","6.53585271317829",NA
"198","Y59","SOUTH EAST COMMISSIONING REGION","QRL","NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD","RN5","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",816,7394,6.42531318082789,"6.25714869281046","6.35825163398693","6.66053921568627",NA
"199","Y59","SOUTH EAST COMMISSIONING REGION","QRL","NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD","RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1830,6321,6.97515870124613,"6.74933333333333","7.42349726775956","6.7526455026455",NA
"200","Y59","SOUTH EAST COMMISSIONING REGION","QU9","Buckinghamshire, Oxfordshire and Berkshire West STP","RHW","ROYAL BERKSHIRE NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",78,5625,6.21794871794872,"6.67735042735043","6.01495726495726","5.96153846153846","202223Q1"
"201","Y59","SOUTH EAST COMMISSIONING REGION","QU9","Buckinghamshire, Oxfordshire and Berkshire West STP","RHW","ROYAL BERKSHIRE NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",97,5537,6.90148911798396,"7.1821305841924392","6.5463917525773194","6.9759450171821298","202122Q4"
"202","Y59","SOUTH EAST COMMISSIONING REGION","QU9","Buckinghamshire, Oxfordshire and Berkshire West STP","RNU","OXFORD HEALTH NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1100,5265,6.86818181818182,"6.8469696969696976","6.7295454545454545","7.0280303030303024","202122Q4"
"203","Y59","SOUTH EAST COMMISSIONING REGION","QU9","Buckinghamshire, Oxfordshire and Berkshire West STP","RNU","OXFORD HEALTH NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1117,5330,6.73132398289068,"6.75619218143838","6.5226797970755","6.91509997015816","202223Q1"
"204","Y59","SOUTH EAST COMMISSIONING REGION","QU9","Buckinghamshire, Oxfordshire and Berkshire West STP","RTH","OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",2778,12241,6.80908150673212,"7.00593952483801","6.51612138454244","6.90518361081592","202223Q1"
"205","Y59","SOUTH EAST COMMISSIONING REGION","QU9","Buckinghamshire, Oxfordshire and Berkshire West STP","RTH","OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",2814,12111,6.97433516209336,"7.3708836768538264","6.5724101479915431","6.9797116614347168","202122Q4"
"206","Y59","SOUTH EAST COMMISSIONING REGION","QU9","Buckinghamshire, Oxfordshire and Berkshire West STP","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","Acute and Acute & Community Trusts",607,5385,6.74400512538898,"6.6913783635365185","6.5719384953322351","6.9686985172981881","202122Q4"
"207","Y59","SOUTH EAST COMMISSIONING REGION","QU9","Buckinghamshire, Oxfordshire and Berkshire West STP","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","Acute and Acute & Community Trusts",681,5443,6.62546908141622,"6.56510034263338","6.42192853646598","6.88937836514929","202223Q1"
"208","Y59","SOUTH EAST COMMISSIONING REGION","QU9","Buckinghamshire, Oxfordshire and Berkshire West STP","RYE","SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance Trusts",143,4160,5.91686091686092,"6.2820512820512819","5.3613053613053614","6.1072261072261078","202122Q4"
"209","Y59","SOUTH EAST COMMISSIONING REGION","QU9","Buckinghamshire, Oxfordshire and Berkshire West STP","RYE","SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance Trusts",360,4194,5.46064814814815,"5.63194444444444","5.05555555555556","5.69444444444444","202223Q1"
"210","Y59","SOUTH EAST COMMISSIONING REGION","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD","RHW","ROYAL BERKSHIRE NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",143,5899,6.28787878787879,"6.5967365967366","5.96736596736597","6.2995337995338",NA
"211","Y59","SOUTH EAST COMMISSIONING REGION","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD","RNU","OXFORD HEALTH NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1002,6072,6.74456642271014,"6.80555555555556","6.60096473719228","6.82717897538257",NA
"212","Y59","SOUTH EAST COMMISSIONING REGION","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD","RTH","OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",2220,13438,6.79760846970183,"6.9527027027027","6.57646622123237","6.86365648517043",NA
"213","Y59","SOUTH EAST COMMISSIONING REGION","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","Acute and Acute & Community Trusts",705,6239,6.65445232466509,"6.63593380614657","6.49881796690307","6.82860520094563",NA
"214","Y59","SOUTH EAST COMMISSIONING REGION","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD","RYE","SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance Trusts",277,4516,5.45026073004412,"5.56558363417569","5.04211793020457","5.74308062575211",NA
"215","Y59","SOUTH EAST COMMISSIONING REGION","QXU","Surrey Heartlands Health & Care Partnership (STP)","RA2","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",52,4289,7.05662393162393,"7.5160256410256405","6.7147435897435903","6.9391025641025639","202122Q4"
"216","Y60","MIDLANDS COMMISSIONING REGION","QGH","Herefordshire and Worcestershire STP","R1A","HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",153,3662,6.25090777051561,"5.76252723311547","6.34531590413943","6.64488017429194","202223Q1"
"217","Y60","MIDLANDS COMMISSIONING REGION","QGH","Herefordshire and Worcestershire STP","R1A","HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",282,3596,6.70922125042116,"6.6696217494089831","6.4988221436984688","6.9592198581560281","202122Q4"
"218","Y60","MIDLANDS COMMISSIONING REGION","QGH","Herefordshire and Worcestershire STP","RLQ","WYE VALLEY NHS TRUST","Acute and Acute & Community Trusts",37,3089,6.05855855855856,"5.42792792792793","6.17117117117117","6.57657657657658","202223Q1"
"219","Y60","MIDLANDS COMMISSIONING REGION","QGH","Herefordshire and Worcestershire STP","RWP","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","Acute and Acute & Community Trusts",296,5728,6.01914414414415,"5.65596846846847","5.87837837837838","6.52308558558559","202223Q1"
"220","Y60","MIDLANDS COMMISSIONING REGION","QGH","Herefordshire and Worcestershire STP","RWP","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","Acute and Acute & Community Trusts",484,5680,6.33723599632691,"6.18973829201102","6.2568870523415985","6.5650826446280988","202122Q4"
"221","Y60","MIDLANDS COMMISSIONING REGION","QGH","NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD","R1A","HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",372,4434,6.79137999237671,"6.58847184986595","6.73145665773012","7.05421146953405",NA
"222","Y60","MIDLANDS COMMISSIONING REGION","QGH","NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD","RLQ","WYE VALLEY NHS TRUST","Acute and Acute & Community Trusts",474,3642,6.37482419127989,"6.10407876230661","6.51019690576653","6.51019690576653",NA
"223","Y60","MIDLANDS COMMISSIONING REGION","QGH","NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD","RWP","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","Acute and Acute & Community Trusts",259,6633,6.17009867009867,"5.98455598455598","6.10682110682111","6.41891891891892",NA
"224","Y60","MIDLANDS COMMISSIONING REGION","QHL","Birmingham and Solihull STP","RQ3","BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",21,5362,6.07142857142857,"5.87301587301587","5.83333333333333","6.50793650793651","202223Q1"
"225","Y60","MIDLANDS COMMISSIONING REGION","QHL","Birmingham and Solihull STP","RQ3","BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",23,5380,5.96618357487923,"6.1594202898550723","5.2173913043478262","6.5217391304347823","202122Q4"
"226","Y60","MIDLANDS COMMISSIONING REGION","QHL","Birmingham and Solihull STP","RRJ","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","Acute Specialist Trusts",349,1087,7.04942063231306,"7.55178907721281","6.63849765258216","6.95797516714422","202223Q1"
"227","Y60","MIDLANDS COMMISSIONING REGION","QHL","Birmingham and Solihull STP","RRK","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",535,19015,5.42451829052409,"5.33956386292835","5.21415270018622","5.71983830845771","202223Q1"
"228","Y60","MIDLANDS COMMISSIONING REGION","QHL","Birmingham and Solihull STP","RRK","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1059,18810,5.72749622384157,"5.6352201257861632","5.6092767295597481","5.9379918161787844","202122Q4"
"229","Y60","MIDLANDS COMMISSIONING REGION","QHL","Birmingham and Solihull STP","RYW","BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","Community Trusts",526,4224,6.41106886354035,"6.2024714828897336","6.3197084917617232","6.7110266159695815","202122Q4"
"230","Y60","MIDLANDS COMMISSIONING REGION","QHL","Birmingham and Solihull STP","RYW","BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","Community Trusts",645,4230,6.50689061154177,"6.3062015503876","6.47803617571059","6.73643410852713","202223Q1"
"231","Y60","MIDLANDS COMMISSIONING REGION","QHL","NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD","RRJ","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","Acute Specialist Trusts",408,1218,7.07313947746866,"7.63453815261044","6.64043583535109","6.94444444444444",NA
"232","Y60","MIDLANDS COMMISSIONING REGION","QHL","NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD","RRK","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1907,21568,5.80446557798081,"5.59430169550778","5.75253319357093","6.06656184486373",NA
"233","Y60","MIDLANDS COMMISSIONING REGION","QHL","NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD","RYW","BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","Community Trusts",620,4888,6.38754480286738,"6.27822580645161","6.31854838709677","6.56586021505376",NA
"234","Y60","MIDLANDS COMMISSIONING REGION","QJ2","Joined Up Care Derbyshire STP","RFS","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",29,3369,6.51340996168582,"6.86781609195402","6.40804597701149","6.26436781609195","202223Q1"
"235","Y60","MIDLANDS COMMISSIONING REGION","QJ2","Joined Up Care Derbyshire STP","RFS","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",79,3351,6.56821378340366,"6.561181434599157","6.4451476793248945","6.6983122362869194","202122Q4"
"236","Y60","MIDLANDS COMMISSIONING REGION","QJ2","Joined Up Care Derbyshire STP","RTG","UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1517,11638,6.44801526264941,"6.6968253968254","6.0058228960668","6.64139749505603","202223Q1"
"237","Y60","MIDLANDS COMMISSIONING REGION","QJ2","Joined Up Care Derbyshire STP","RTG","UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",2215,11606,6.461833102049,"6.7857142857142856","5.996613995485327","6.6031710249474003","202122Q4"
"238","Y60","MIDLANDS COMMISSIONING REGION","QJ2","Joined Up Care Derbyshire STP","RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",882,2481,7.30032291860033,"7.49905838041431","7.08709556057186","7.31481481481481","202223Q1"
"239","Y60","MIDLANDS COMMISSIONING REGION","QJ2","Joined Up Care Derbyshire STP","RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1102,2445,7.2266667006812,"7.429556354916067","7.0355314664257751","7.2149122807017543","202122Q4"
"240","Y60","MIDLANDS COMMISSIONING REGION","QJ2","Joined Up Care Derbyshire STP","RY8","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST","Community Trusts",1354,3404,7.35684928762497,"7.77228327228327","7.0099829559289","7.28828163466273","202223Q1"
"241","Y60","MIDLANDS COMMISSIONING REGION","QJ2","Joined Up Care Derbyshire STP","RY8","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST","Community Trusts",1635,3365,7.31017439290733,"7.7653123104912067","6.9557307459066102","7.2094801223241589","202122Q4"
"242","Y60","MIDLANDS COMMISSIONING REGION","QJ2","NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD","RFS","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",44,3968,6.72979797979798,"6.76136363636364","6.72348484848485","6.70454545454545",NA
"243","Y60","MIDLANDS COMMISSIONING REGION","QJ2","NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD","RTG","UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1817,13473,6.41889470933921,"6.63410770855333","6.04705558613098","6.57552083333333",NA
"244","Y60","MIDLANDS COMMISSIONING REGION","QJ2","NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD","RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",828,2839,7.25135475132356,"7.36578525641026","7.11976047904192","7.26851851851852",NA
"245","Y60","MIDLANDS COMMISSIONING REGION","QJ2","NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD","RY8","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST","Community Trusts",1422,4235,7.39158380469209,"7.8053035589672","7.04349848802047","7.32594936708861",NA
"246","Y60","MIDLANDS COMMISSIONING REGION","QJM","Lincolnshire STP","RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",175,2047,6.92567640692641,"6.9791666666666661","6.7571428571428571","7.0407196969696972","202122Q4"
"247","Y60","MIDLANDS COMMISSIONING REGION","QJM","Lincolnshire STP","RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",376,2108,7.01996436614721,"7.01370468611848","6.81294326241135","7.23324514991182","202223Q1"
"248","Y60","MIDLANDS COMMISSIONING REGION","QJM","Lincolnshire STP","RWD","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","Acute and Acute & Community Trusts",2310,7248,6.29635999731434,"5.995670995671","6.09955688965123","6.79385210662081","202223Q1"
"249","Y60","MIDLANDS COMMISSIONING REGION","QJM","Lincolnshire STP","RWD","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","Acute and Acute & Community Trusts",2651,7161,6.2778811780617,"5.9685024519049419","6.1154855643044623","6.7496555179756976","202122Q4"
"250","Y60","MIDLANDS COMMISSIONING REGION","QJM","Lincolnshire STP","RY5","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","Community Trusts",606,1911,7.21010793507142,"7.42849284928493","6.98051948051948","7.22131147540984","202223Q1"
"251","Y60","MIDLANDS COMMISSIONING REGION","QJM","Lincolnshire STP","RY5","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","Community Trusts",642,1867,7.28101385461199,"7.6311007268951201","6.9103535353535346","7.3015873015873014","202122Q4"
"252","Y60","MIDLANDS COMMISSIONING REGION","QJM","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",844,2351,7.20938499197893,"7.36868088467615","7.0253286929621","7.23414539829853",NA
"253","Y60","MIDLANDS COMMISSIONING REGION","QJM","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","RWD","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","Acute and Acute & Community Trusts",2141,8389,6.36708125431927,"6.09567180445275","6.2066974595843","6.79887449892075",NA
"254","Y60","MIDLANDS COMMISSIONING REGION","QJM","NHS LINCOLNSHIRE INTEGRATED CARE BOARD","RY5","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","Community Trusts",809,2245,7.23370942114409,"7.42480428512567","6.97144592952612","7.30487804878049",NA
"255","Y60","MIDLANDS COMMISSIONING REGION","QK1","Leicester, Leicestershire and Rutland STP","RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",685,4861,6.53446877534469,"6.30170316301703","6.53406326034063","6.7676399026764","202223Q1"
"256","Y60","MIDLANDS COMMISSIONING REGION","QK1","Leicester, Leicestershire and Rutland STP","RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",960,4741,6.31857638888889,"6.1640625","6.1953125","6.596354166666667","202122Q4"
"257","Y60","MIDLANDS COMMISSIONING REGION","QK1","Leicester, Leicestershire and Rutland STP","RWE","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","Acute and Acute & Community Trusts",207,14127,6.50697799248524,"6.34460547504026","6.30032206119163","6.87600644122383","202223Q1"
"258","Y60","MIDLANDS COMMISSIONING REGION","QK1","Leicester, Leicestershire and Rutland STP","RWE","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","Acute and Acute & Community Trusts",284,13950,6.31553208137715,"6.2529342723004691","6.07981220657277","6.613849765258216","202122Q4"
"259","Y60","MIDLANDS COMMISSIONING REGION","QK1","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD","RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",904,5558,6.39964355948869,"6.13200589970501","6.41592920353982","6.65099557522124",NA
"260","Y60","MIDLANDS COMMISSIONING REGION","QK1","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD","RWE","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","Acute and Acute & Community Trusts",49,16152,7.02947845804989,"7.27891156462585","6.46258503401361","7.3469387755102",NA
"261","Y60","MIDLANDS COMMISSIONING REGION","QNC","NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD","RRE","MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",826,9008,7.41843819247689,"7.57758968158001","7.33353510895884","7.34418978689184",NA
"262","Y60","MIDLANDS COMMISSIONING REGION","QNC","Staffordshire & Stoke on Trent STP","RJE","UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST","Acute and Acute & Community Trusts",30,9667,5.2037037037037,"5.38888888888889","4.91666666666667","5.30555555555556","202223Q1"
"263","Y60","MIDLANDS COMMISSIONING REGION","QNC","Staffordshire & Stoke on Trent STP","RJE","UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST","Acute and Acute & Community Trusts",81,9689,5.78189300411523,"5.833333333333333","5.3600823045267489","6.1522633744855968","202122Q4"
"264","Y60","MIDLANDS COMMISSIONING REGION","QNC","Staffordshire & Stoke on Trent STP","RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",21,1479,7.11640211640212,"7.1825396825396828","7.3015873015873023","6.8650793650793647","202122Q4"
"265","Y60","MIDLANDS COMMISSIONING REGION","QNC","Staffordshire & Stoke on Trent STP","RRE","MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",0,7698,0,"-","-","-","202122Q4"
"266","Y60","MIDLANDS COMMISSIONING REGION","QNC","Staffordshire & Stoke on Trent STP","RRE","MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",390,7809,7.45010783949403,"7.7152600170503","7.30982905982906","7.32523444160273","202223Q1"
"267","Y60","MIDLANDS COMMISSIONING REGION","QOC","NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD","R1D","SHROPSHIRE COMMUNITY HEALTH NHS TRUST","Community Trusts",17,1559,6.04575163398693,"6.32352941176471","6.17647058823529","5.63725490196078",NA
"268","Y60","MIDLANDS COMMISSIONING REGION","QOC","NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD","RL1","THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","Acute Specialist Trusts",10,1618,5.63888888888889,"6.75","4.58333333333333","5.58333333333333",NA
"269","Y60","MIDLANDS COMMISSIONING REGION","QOC","NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD","RXW","THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","Acute and Acute & Community Trusts",1193,6873,6.02496041724877,"5.45333892148645","6.06035205364627","6.56119027661358",NA
"270","Y60","MIDLANDS COMMISSIONING REGION","QOC","Shropshire and Telford and Wrekin STP","R1D","SHROPSHIRE COMMUNITY HEALTH NHS TRUST","Community Trusts",21,1244,6.85185185185185,"6.2698412698412698","7.0634920634920642","7.2222222222222214","202122Q4"
"271","Y60","MIDLANDS COMMISSIONING REGION","QOC","Shropshire and Telford and Wrekin STP","RXW","THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","Acute and Acute & Community Trusts",173,5945,5.61496467565832,"4.58092485549133","5.81888246628131","6.44508670520231","202223Q1"
"272","Y60","MIDLANDS COMMISSIONING REGION","QPM","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","RNQ","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1244,4791,6.22872140445595,"6.16800535475234","6.205189941145","6.31296891747053",NA
"273","Y60","MIDLANDS COMMISSIONING REGION","QPM","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","RNS","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","Acute and Acute & Community Trusts",1213,5584,6.16490112562582,"6.22355042594119","6.10791563955081","6.16323731138546",NA
"274","Y60","MIDLANDS COMMISSIONING REGION","QPM","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1494,4485,7.31466563135075,"7.5557786702365","7.07315731573157","7.31506090808416",NA
"275","Y60","MIDLANDS COMMISSIONING REGION","QPM","Northamptonshire STP","RNQ","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",761,4307,6.29160856097543,"6.322820849759089","6.2943495400788434","6.257655293088364","202122Q4"
"276","Y60","MIDLANDS COMMISSIONING REGION","QPM","Northamptonshire STP","RNQ","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1130,4307,6.14699338941648,"6.16076696165192","6.08889865260691","6.19131455399061","202223Q1"
